tweet,sentiment
I can probably find some of them Are the ticket s on there,negative
do they have to depart from Washington DC,neutral
they were moved to the pm flight Main concern now is luggage arriving with them They were told that SW was having,negative
thank you Is there a possibility it will change,neutral
also during the run I was instructed to do I shattered my computer,negative
awesome Thanks,positive
what number can we use to all from outside the US Thx,neutral
my flight was Cancelled Flightled Monday Just looking to Cancelled Flight and credit my card Thats all,negative
Hawaii Get me somewhere warm amp I can find some good to do FlyItForward,positive
have dinner reservations in a few minutes and Ive been trying to get through to you since BREAKFAST onholdwith,negative
will we be able to watch the Oscars on our flight tomorrow,neutral
I absolutely knew you would try to blame weather to deny us vouchers in Phoenix Totally false was a crew issue,negative
Well Its LA and then a hr car ride to a dark Palm Springs technically Maybe Ill get bumped to st class Den to PHL on Friday,neutral
Im sure you will offer me nothing for the inconvenience you have put me through TWICE this month Tweets dont cut it,negative
YO give their plane back Theyre mad amp threatening to take away my Companion Pass Luv,neutral
I am blown away by stellar custserv Thank you lt,positive
hopefully Nashville is open I want to come home today,neutral
fly my child,neutral
yes we did file a report and were treated rather rudely at midway baggage claim Now we wait days to get our luggage,negative
I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too knows better,negative
yes please,positive
st x told no travel advisorynow TWO hrs on hold amp disconnected Fl from BHM to Charlotte to PHL wont goHELP,negative
Thank u Thank u Thank u for coming through for us I sincerely didnt think it would happen lt SWA THANKYOU,positive
all of these issues are not based on weather or things that are out of your control These issues are based on negligence,negative
min delay thanks to maintenance issues Thanks for wasting a day,negative
I didnt take my original flight I was suppose to arrive last night than by pm today Didnt get in til,negative
I had an advantage and you deactivated it I dont think you should deactivate a customers acct without their knowledge help,negative
will do Thank you,neutral
thousand fans of are asking you to give her your utmost effort to get her a safe flight with her baggage soon,neutral
if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul,negative
please arrange someone at the arriving gate of flight to Chicago for either a refund or first class upgrade,neutral
I was told it was due to be on UA which flies direct to Dublin so why did it go to London This is a complete shambles,negative
More like BaeJet Airways amirite Right back at ya,neutral
You just tried to charge for a flight when I tried to make a change over the phone not including change fee WTF,negative
thank you My second flight I already got bumped up to st Love it,positive
For my Grandma Ellas th she would lt a bday greeting from your flight crew She was a stewardess for Eastern Airlines,positive
I would be eternally grateful for tickets to the Vegas show God bless,neutral
I flew US Air for the first time yesterday got propositioned by the flight attendanttrue story Creditcardsales,negative
Great job celebrating MardiGras You own the industry Another reason Im nuts for you,positive
holy high speed internet batman Speeds at United Club at IAD are insanely fast Thanks,positive
one of you has my bag Claim and i want it in MGA Now,negative
Double up with this comment PHL to anywhere South Florida is GONE GONE GONE Hello US Air,negative
